,,,,,,
560,1.66122E-03,9.95262E-02,2.02378E-03,8.01937E-03,1.01893E-02,2.32504E-02
561,1.64553E-03,9.95352E-02,2.00511E-03,8.02683E-03,1.01438E-02,2.32528E-02
562,1.55647E-03,9.92948E-02,1.94520E-03,7.97112E-03,1.00639E-02,2.29882E-02
563,1.56881E-03,9.92506E-02,1.81580E-03,7.95536E-03,9.94265E-03,2.28506E-02
564,1.45487E-03,9.92360E-02,1.79396E-03,7.94794E-03,9.80992E-03,2.25243E-02
565,1.44722E-03,9.86459E-02,1.73481E-03,7.88389E-03,9.71313E-03,2.23063E-02
566,1.39044E-03,9.85680E-02,1.70609E-03,7.88073E-03,9.58146E-03,2.20286E-02
567,1.42664E-03,9.85444E-02,1.69616E-03,7.86103E-03,9.43574E-03,2.17887E-02
568,1.33528E-03,9.82432E-02,1.67790E-03,7.80746E-03,9.23029E-03,2.13687E-02
569,1.34722E-03,9.79806E-02,1.58074E-03,7.78160E-03,9.05969E-03,2.09305E-02
570,1.34993E-03,9.78434E-02,1.60605E-03,7.76222E-03,8.93263E-03,2.07669E-02
571,1.36703E-03,9.74194E-02,1.63747E-03,7.71266E-03,8.86314E-03,2.06098E-02
572,1.44635E-03,9.70014E-02,1.77452E-03,7.68730E-03,8.85366E-03,2.05245E-02
573,1.53178E-03,9.66824E-02,1.83893E-03,7.68467E-03,8.78161E-03,2.03586E-02
574,1.89100E-03,9.65349E-02,2.21691E-03,7.64559E-03,8.71635E-03,2.01736E-02
575,2.61157E-03,9.63242E-02,3.13360E-03,7.65602E-03,8.65841E-03,2.00172E-02
576,3.26270E-03,9.58044E-02,3.95729E-03,7.64267E-03,8.64472E-03,1.99142E-02
577,4.03674E-03,9.56271E-02,4.89474E-03,7.62734E-03,8.71564E-03,1.99012E-02
578,4.81609E-03,9.52935E-02,5.88568E-03,7.64868E-03,8.85955E-03,2.00051E-02
579,5.74165E-03,9.49102E-02,6.92072E-03,7.71445E-03,9.02707E-03,2.04199E-02
580,6.30072E-03,9.44434E-02,7.58891E-03,7.72484E-03,9.28038E-03,2.07862E-02
581,6.77065E-03,9.41646E-02,8.19133E-03,7.71730E-03,9.46283E-03,2.12813E-02
582,7.33066E-03,9.36645E-02,8.86959E-03,7.70608E-03,9.65166E-03,2.15137E-02
583,7.71474E-03,9.33183E-02,9.39626E-03,7.71890E-03,9.70530E-03,2.16663E-02
584,7.76619E-03,9.26744E-02,9.44914E-03,7.67394E-03,9.65862E-03,2.16703E-02
585,8.48987E-03,9.21370E-02,1.02655E-02,7.62813E-03,9.64340E-03,2.14766E-02
586,9.40660E-03,9.15768E-02,1.14993E-02,7.63168E-03,9.59287E-03,2.12735E-02
587,9.63068E-03,9.10121E-02,1.17201E-02,7.53818E-03,9.28590E-03,2.05046E-02
588,8.56924E-03,9.01706E-02,1.04306E-02,7.42508E-03,8.85795E-03,1.97302E-02
589,7.00483E-03,8.92384E-02,8.53486E-03,7.28811E-03,8.54989E-03,1.93349E-02
590,6.33579E-03,8.84474E-02,7.70638E-03,7.22386E-03,8.53343E-03,1.94104E-02
591,6.71265E-03,8.76950E-02,8.17976E-03,7.16255E-03,8.66342E-03,1.97442E-02
592,6.99532E-03,8.68984E-02,8.50776E-03,7.15588E-03,8.67671E-03,1.97890E-02
593,6.45369E-03,8.61279E-02,7.89688E-03,7.09089E-03,8.57341E-03,1.97419E-02
594,5.18860E-03,8.52975E-02,6.32995E-03,6.99040E-03,8.44473E-03,1.96755E-02
595,4.01118E-03,8.41331E-02,4.86990E-03,6.85035E-03,8.30854E-03,1.95741E-02
596,3.62489E-03,8.33517E-02,4.43712E-03,6.77823E-03,8.23456E-03,1.96308E-02
597,4.06052E-03,8.28260E-02,4.93477E-03,6.76411E-03,8.27897E-03,1.96151E-02
598,4.71259E-03,8.20374E-02,5.67846E-03,6.70980E-03,8.28908E-03,1.95081E-02
599,4.93341E-03,8.11437E-02,6.01145E-03,6.65968E-03,8.24447E-03,1.94008E-02
600,4.42747E-03,8.02353E-02,5.38593E-03,6.57787E-03,8.14475E-03,1.93374E-02
601,3.60221E-03,7.91068E-02,4.36966E-03,6.46581E-03,8.07509E-03,1.93203E-02
602,3.04717E-03,7.84256E-02,3.69579E-03,6.37961E-03,8.02324E-03,1.94490E-02
603,2.79969E-03,7.73415E-02,3.46489E-03,6.32682E-03,8.07043E-03,1.96109E-02
604,3.01074E-03,7.64919E-02,3.64718E-03,6.27020E-03,8.07370E-03,1.96215E-02
605,3.34658E-03,7.57481E-02,4.02483E-03,6.22123E-03,8.10357E-03,1.96613E-02
606,4.07526E-03,7.47485E-02,4.94871E-03,6.18250E-03,8.12286E-03,1.96445E-02
607,5.76704E-03,7.42606E-02,7.00226E-03,6.22670E-03,8.23755E-03,1.96463E-02
608,1.19153E-02,7.43635E-02,1.46079E-02,6.45365E-03,8.78183E-03,1.97296E-02
609,2.82435E-02,7.60334E-02,3.44435E-02,7.19857E-03,1.02850E-02,1.99111E-02
610,4.44234E-02,7.75214E-02,5.39724E-02,7.94050E-03,1.17138E-02,2.01938E-02
611,5.00647E-02,7.75917E-02,6.09621E-02,8.18780E-03,1.22230E-02,2.02461E-02
612,4.29219E-02,7.56118E-02,5.23751E-02,7.71346E-03,1.15387E-02,2.00742E-02
613,3.05786E-02,7.28391E-02,3.73378E-02,7.06840E-03,1.03620E-02,1.98701E-02
614,2.14544E-02,7.03948E-02,2.64146E-02,6.51726E-03,9.43721E-03,1.96852E-02
615,1.51703E-02,6.85865E-02,1.85206E-02,6.15103E-03,8.83710E-03,1.94669E-02
616,1.08290E-02,6.67435E-02,1.32698E-02,5.85014E-03,8.36927E-03,1.93136E-02
617,8.39803E-03,6.56626E-02,1.02920E-02,5.66294E-03,8.17823E-03,1.94190E-02
618,7.55467E-03,6.45976E-02,9.28634E-03,5.56846E-03,8.13036E-03,1.96368E-02
619,7.47364E-03,6.33892E-02,9.17766E-03,5.50596E-03,8.15402E-03,1.96962E-02
620,7.60064E-03,6.28102E-02,9.25832E-03,5.43700E-03,8.11788E-03,1.96188E-02
621,7.33978E-03,6.17827E-02,8.89982E-03,5.35511E-03,8.00853E-03,1.94520E-02
622,6.93765E-03,6.07252E-02,8.47676E-03,5.25248E-03,7.88291E-03,1.93038E-02
623,6.55061E-03,5.98014E-02,7.91080E-03,5.16852E-03,7.73085E-03,1.90667E-02
624,6.15721E-03,5.87187E-02,7.48535E-03,5.06288E-03,7.59668E-03,1.88254E-02
625,5.74964E-03,5.76569E-02,6.99504E-03,4.96052E-03,7.41851E-03,1.85895E-02
626,5.55025E-03,5.68101E-02,6.71580E-03,4.85327E-03,7.21933E-03,1.81918E-02
627,5.50664E-03,5.59196E-02,6.65632E-03,4.79586E-03,7.06478E-03,1.78043E-02
628,6.18159E-03,5.50443E-02,7.49680E-03,4.74498E-03,7.01877E-03,1.75778E-02
629,7.64863E-03,5.44370E-02,9.29303E-03,4.75222E-03,7.17090E-03,1.76345E-02
630,8.28558E-03,5.36595E-02,1.00909E-02,4.72869E-03,7.25618E-03,1.78464E-02
631,7.48012E-03,5.26152E-02,9.06107E-03,4.64695E-03,7.25986E-03,1.81085E-02
632,5.41540E-03,5.13221E-02,6.54779E-03,4.47984E-03,7.14371E-03,1.83413E-02
633,3.58502E-03,5.00433E-02,4.38141E-03,4.31027E-03,7.08970E-03,1.86240E-02
634,2.62061E-03,4.91151E-02,3.17769E-03,4.22501E-03,7.02488E-03,1.88753E-02
635,2.19013E-03,4.83748E-02,2.58743E-03,4.15511E-03,7.07808E-03,1.90877E-02
636,2.02878E-03,4.72801E-02,2.41148E-03,4.08481E-03,7.13421E-03,1.93230E-02
637,1.94079E-03,4.64588E-02,2.26625E-03,4.02125E-03,7.13487E-03,1.95060E-02
638,1.85218E-03,4.55632E-02,2.18043E-03,3.95529E-03,7.13722E-03,1.96524E-02
639,1.83125E-03,4.46572E-02,2.13822E-03,3.93996E-03,7.12760E-03,1.97266E-02
640,1.81517E-03,4.36544E-02,2.14154E-03,3.83941E-03,7.11003E-03,1.96358E-02
641,1.84251E-03,4.30116E-02,2.12103E-03,3.79460E-03,7.09827E-03,1.97058E-02
642,1.90934E-03,4.21838E-02,2.18153E-03,3.73420E-03,7.10773E-03,1.98532E-02
643,1.96410E-03,4.15222E-02,2.25952E-03,3.68534E-03,7.07950E-03,1.98013E-02
644,1.94037E-03,4.06841E-02,2.23478E-03,3.62201E-03,7.00747E-03,1.96908E-02
645,1.91254E-03,3.97430E-02,2.26519E-03,3.56471E-03,6.91606E-03,1.94390E-02
646,1.88313E-03,3.89319E-02,2.18343E-03,3.47069E-03,6.75397E-03,1.91066E-02
647,1.94983E-03,3.81448E-02,2.23601E-03,3.42816E-03,6.63510E-03,1.88424E-02
648,2.34817E-03,3.75369E-02,2.76226E-03,3.37928E-03,6.63195E-03,1.87683E-02
649,2.87693E-03,3.68377E-02,3.42993E-03,3.34253E-03,6.65604E-03,1.88946E-02
650,3.13315E-03,3.61024E-02,3.72274E-03,3.32288E-03,6.72150E-03,1.89888E-02
651,3.02340E-03,3.54586E-02,3.56721E-03,3.25651E-03,6.74780E-03,1.92232E-02
652,2.63080E-03,3.46219E-02,3.05162E-03,3.19520E-03,6.69694E-03,1.91832E-02
653,2.21113E-03,3.37748E-02,2.63837E-03,3.11986E-03,6.60697E-03,1.91154E-02
654,1.90190E-03,3.32000E-02,2.21113E-03,3.04737E-03,6.34762E-03,1.85612E-02
655,1.68690E-03,3.22178E-02,1.95345E-03,2.95519E-03,6.12133E-03,1.79367E-02
656,1.63887E-03,3.16230E-02,1.87097E-03,2.89783E-03,6.07585E-03,1.79299E-02
657,1.64483E-03,3.10417E-02,1.90601E-03,2.86688E-03,6.20433E-03,1.84421E-02
658,1.61646E-03,3.01562E-02,1.87928E-03,2.84080E-03,6.37852E-03,1.90826E-02
659,1.63721E-03,2.96371E-02,1.85003E-03,2.81334E-03,6.51925E-03,1.95495E-02
660,1.85067E-03,2.90942E-02,2.10676E-03,2.78893E-03,6.60313E-03,1.98052E-02
661,2.23818E-03,2.83606E-02,2.56687E-03,2.76113E-03,6.66003E-03,2.00001E-02
662,2.40606E-03,2.79826E-02,2.75785E-03,2.73843E-03,6.63739E-03,1.99680E-02
663,2.30442E-03,2.73282E-02,2.65351E-03,2.67700E-03,6.62534E-03,2.00160E-02
664,2.04883E-03,2.67081E-02,2.32986E-03,2.62291E-03,6.56437E-03,2.00061E-02
665,1.86127E-03,2.60600E-02,2.10486E-03,2.57697E-03,6.55967E-03,2.00641E-02
666,1.80014E-03,2.54717E-02,2.06697E-03,2.54121E-03,6.49462E-03,2.00213E-02
667,1.83232E-03,2.49749E-02,2.08233E-03,2.49215E-03,6.49227E-03,2.00931E-02
668,1.83540E-03,2.43996E-02,2.02187E-03,2.45052E-03,6.44025E-03,2.01251E-02
669,1.74807E-03,2.39094E-02,1.94040E-03,2.40917E-03,6.39757E-03,2.01016E-02
670,1.70600E-03,2.32820E-02,1.91419E-03,2.36022E-03,6.31175E-03,2.00054E-02
671,1.64661E-03,2.27414E-02,1.84982E-03,2.31609E-03,6.31577E-03,1.99468E-02
672,1.60222E-03,2.21624E-02,1.76817E-03,2.27693E-03,6.23439E-03,1.99247E-02
673,1.57390E-03,2.18321E-02,1.70306E-03,2.23420E-03,6.23740E-03,2.00164E-02
674,1.56208E-03,2.11868E-02,1.74081E-03,2.22267E-03,6.21764E-03,2.00117E-02
675,1.56181E-03,2.08277E-02,1.72754E-03,2.16915E-03,6.16348E-03,1.99724E-02
676,1.58223E-03,2.04655E-02,1.74186E-03,2.14102E-03,6.15690E-03,2.00474E-02
677,1.62048E-03,1.99083E-02,1.77749E-03,2.10411E-03,6.10483E-03,1.99877E-02
678,1.66957E-03,1.95526E-02,1.82908E-03,2.08316E-03,6.07791E-03,1.99219E-02
679,1.66221E-03,1.90514E-02,1.86977E-03,2.05372E-03,6.04486E-03,1.98815E-02
680,1.64904E-03,1.86260E-02,1.83168E-03,2.00723E-03,6.00502E-03,1.98591E-02
681,1.63198E-03,1.81665E-02,1.80024E-03,1.97996E-03,5.94419E-03,1.98384E-02
682,1.58538E-03,1.76895E-02,1.71040E-03,1.93378E-03,5.86962E-03,1.97243E-02
683,1.50835E-03,1.72720E-02,1.64139E-03,1.91228E-03,5.80644E-03,1.95009E-02
684,1.48626E-03,1.69503E-02,1.63662E-03,1.84855E-03,5.60315E-03,1.89733E-02
685,1.61301E-03,1.65564E-02,1.84352E-03,1.75920E-03,5.10670E-03,1.72817E-02
686,1.89395E-03,1.61936E-02,2.14912E-03,1.68555E-03,4.44965E-03,1.50191E-02
687,1.98760E-03,1.57932E-02,2.31395E-03,1.60958E-03,3.96270E-03,1.32458E-02
688,1.82843E-03,1.54315E-02,2.13604E-03,1.56085E-03,3.82796E-03,1.29559E-02
689,1.49518E-03,1.49356E-02,1.70822E-03,1.53895E-03,3.96806E-03,1.36801E-02
690,1.27095E-03,1.46426E-02,1.45236E-03,1.52695E-03,4.23183E-03,1.47156E-02
691,1.34910E-03,1.43248E-02,1.51834E-03,1.54977E-03,4.45875E-03,1.56338E-02
692,1.59825E-03,1.40927E-02,1.81358E-03,1.55095E-03,4.59066E-03,1.61898E-02
693,1.72443E-03,1.38519E-02,1.96805E-03,1.54248E-03,4.65302E-03,1.64516E-02
694,1.66144E-03,1.33796E-02,1.85612E-03,1.51871E-03,4.69892E-03,1.66884E-02
695,1.34758E-03,1.30961E-02,1.49294E-03,1.48612E-03,4.76297E-03,1.72446E-02
696,1.21324E-03,1.27021E-02,1.28099E-03,1.48827E-03,4.84921E-03,1.76563E-02
697,1.10419E-03,1.24765E-02,1.18283E-03,1.45637E-03,4.86349E-03,1.78240E-02
698,1.07300E-03,1.21883E-02,1.14459E-03,1.42596E-03,4.78347E-03,1.76131E-02
699,1.06193E-03,1.18373E-02,1.16391E-03,1.39213E-03,4.65835E-03,1.72543E-02
700,1.10493E-03,1.15806E-02,1.22739E-03,1.35311E-03,4.56998E-03,1.70674E-02
701,1.15072E-03,1.12851E-02,1.25058E-03,1.36431E-03,4.57864E-03,1.70834E-02
702,1.35259E-03,1.11244E-02,1.47787E-03,1.37535E-03,4.60950E-03,1.72432E-02
703,1.65732E-03,1.08701E-02,1.81519E-03,1.36472E-03,4.68471E-03,1.75355E-02
704,2.31137E-03,1.07601E-02,2.60965E-03,1.41032E-03,4.77946E-03,1.77613E-02
705,3.42310E-03,1.07680E-02,3.92009E-03,1.49883E-03,4.90308E-03,1.78751E-02
706,4.47927E-03,1.09175E-02,5.20606E-03,1.58558E-03,5.00380E-03,1.79732E-02
707,5.39526E-03,1.07321E-02,6.27385E-03,1.61894E-03,5.11259E-03,1.80812E-02
708,5.40833E-03,1.06088E-02,6.37614E-03,1.60968E-03,5.09870E-03,1.81899E-02
709,4.85239E-03,1.02726E-02,5.64978E-03,1.56404E-03,5.03530E-03,1.81998E-02
710,4.36189E-03,9.86866E-03,5.12182E-03,1.50933E-03,4.94767E-03,1.81791E-02
711,4.25228E-03,9.67925E-03,4.96062E-03,1.49961E-03,4.90195E-03,1.81693E-02
712,4.03759E-03,9.44153E-03,4.67849E-03,1.45212E-03,4.83056E-03,1.80436E-02
713,3.17156E-03,8.96268E-03,3.69774E-03,1.35570E-03,4.62758E-03,1.78208E-02
714,2.00478E-03,8.53232E-03,2.28843E-03,1.21856E-03,4.38113E-03,1.73610E-02
715,1.27243E-03,8.11027E-03,1.40020E-03,1.11786E-03,4.03104E-03,1.63426E-02
716,9.41012E-04,7.77851E-03,1.04957E-03,1.03123E-03,3.60915E-03,1.47535E-02
717,8.02492E-04,7.59437E-03,8.56249E-04,9.28871E-04,3.17151E-03,1.31158E-02
718,6.98114E-04,7.29976E-03,7.86483E-04,8.69508E-04,2.89411E-03,1.20340E-02
719,7.09495E-04,7.16313E-03,7.66959E-04,8.63190E-04,2.85556E-03,1.20097E-02
720,7.27742E-04,6.96005E-03,8.20130E-04,8.84698E-04,3.05015E-03,1.29170E-02
721,8.06866E-04,6.79584E-03,8.59082E-04,9.18019E-04,3.25757E-03,1.39275E-02
722,8.12572E-04,6.70192E-03,8.80577E-04,9.03515E-04,3.27948E-03,1.40393E-02
723,7.83073E-04,6.53307E-03,8.34578E-04,8.70210E-04,3.13337E-03,1.35225E-02
724,7.28015E-04,6.40714E-03,7.92122E-04,8.37461E-04,3.00764E-03,1.30097E-02
725,7.13033E-04,6.16503E-03,7.59938E-04,8.14257E-04,2.94082E-03,1.28303E-02
726,6.97795E-04,5.99442E-03,7.69940E-04,8.16353E-04,2.91891E-03,1.28487E-02
727,7.20249E-04,5.95169E-03,7.77696E-04,7.94557E-04,2.92685E-03,1.29809E-02
728,7.22196E-04,5.77028E-03,7.95101E-04,7.99548E-04,2.92669E-03,1.30261E-02
729,7.33846E-04,5.60174E-03,8.07142E-04,7.97425E-04,2.92649E-03,1.31598E-02
730,7.51870E-04,5.44550E-03,7.87893E-04,7.98267E-04,2.98873E-03,1.34987E-02
731,7.86392E-04,5.41690E-03,8.20159E-04,8.01770E-04,3.11424E-03,1.41278E-02
732,8.31814E-04,5.25907E-03,8.66905E-04,8.26957E-04,3.27606E-03,1.50271E-02
733,8.61611E-04,5.17687E-03,9.24199E-04,8.58402E-04,3.41847E-03,1.57091E-02
734,8.93044E-04,5.16722E-03,9.39736E-04,8.60263E-04,3.45345E-03,1.60939E-02
735,9.11560E-04,4.96318E-03,8.87547E-04,8.45294E-04,3.43560E-03,1.60701E-02
736,8.80716E-04,4.87787E-03,9.14420E-04,8.36194E-04,3.44405E-03,1.60990E-02
737,9.20088E-04,4.81305E-03,9.79030E-04,8.44200E-04,3.44164E-03,1.62842E-02
738,9.44218E-04,4.65249E-03,9.39408E-04,8.35351E-04,3.46919E-03,1.64437E-02
739,9.50726E-04,4.59250E-03,9.54138E-04,8.40252E-04,3.44348E-03,1.66022E-02
740,9.78553E-04,4.50667E-03,1.05888E-03,8.42590E-04,3.46080E-03,1.67714E-02
741,1.06274E-03,4.41422E-03,1.12471E-03,8.40802E-04,3.48718E-03,1.68945E-02
742,1.09727E-03,4.39640E-03,1.17794E-03,8.52599E-04,3.50593E-03,1.70757E-02
743,1.10407E-03,4.29744E-03,1.15083E-03,8.45507E-04,3.51285E-03,1.71945E-02
744,1.05088E-03,4.14868E-03,1.13905E-03,8.31709E-04,3.48325E-03,1.73348E-02
745,1.01497E-03,4.05062E-03,1.05979E-03,8.25922E-04,3.46798E-03,1.72945E-02
746,1.02595E-03,3.97313E-03,1.09334E-03,8.15919E-04,3.45312E-03,1.73285E-02
747,1.00331E-03,3.85649E-03,1.07472E-03,8.14204E-04,3.43757E-03,1.73127E-02
748,9.69736E-04,3.79518E-03,1.01682E-03,7.92021E-04,3.36636E-03,1.71653E-02
749,1.00867E-03,3.69935E-03,1.01557E-03,7.67770E-04,3.32484E-03,1.70228E-02
750,9.64354E-04,3.63032E-03,1.01164E-03,7.61899E-04,3.28566E-03,1.69923E-02
751,9.56378E-04,3.54110E-03,9.94764E-04,7.48543E-04,3.25984E-03,1.69688E-02
752,9.59548E-04,3.49873E-03,1.00914E-03,7.50158E-04,3.23825E-03,1.69305E-02
753,9.48660E-04,3.38755E-03,9.82874E-04,7.40878E-04,3.20041E-03,1.69102E-02
754,9.31806E-04,3.28580E-03,9.49243E-04,7.28516E-04,3.17395E-03,1.68639E-02
755,9.16722E-04,3.27743E-03,9.36515E-04,7.12354E-04,3.11780E-03,1.67185E-02
756,8.89287E-04,3.14666E-03,9.58018E-04,6.95529E-04,3.04348E-03,1.64658E-02
757,9.54209E-04,3.11896E-03,1.02273E-03,6.87537E-04,2.90793E-03,1.56878E-02
758,1.00039E-03,2.99150E-03,1.13385E-03,6.31469E-04,2.39507E-03,1.28843E-02
759,9.59988E-04,2.79225E-03,1.18194E-03,5.09055E-04,1.62181E-03,8.57285E-03
760,7.57815E-04,2.64545E-03,9.39698E-04,3.83079E-04,9.53152E-04,4.75876E-03
761,4.84706E-04,2.49038E-03,6.59809E-04,3.06463E-04,5.89880E-04,3.08176E-03
762,2.35294E-04,2.33045E-03,3.34829E-04,2.64250E-04,5.78636E-04,3.06209E-03
763,1.99820E-04,2.30397E-03,2.39253E-04,2.67245E-04,6.39009E-04,3.58788E-03
764,2.31653E-04,2.29181E-03,2.72630E-04,2.87573E-04,8.56457E-04,4.89172E-03
765,3.62367E-04,2.36970E-03,3.88261E-04,3.53744E-04,1.25428E-03,7.23204E-03
766,4.95784E-04,2.30393E-03,5.51383E-04,4.41955E-04,1.71150E-03,9.90783E-03
767,6.51744E-04,2.35159E-03,7.30226E-04,5.12595E-04,2.08431E-03,1.22509E-02
768,8.09241E-04,2.38465E-03,8.61595E-04,5.61088E-04,2.37102E-03,1.39736E-02
769,9.05685E-04,2.40784E-03,9.02117E-04,5.81313E-04,2.53482E-03,1.50050E-02
770,8.44573E-04,2.33032E-03,9.11456E-04,5.94073E-04,2.60410E-03,1.54854E-02
771,8.41137E-04,2.33939E-03,8.90460E-04,5.96819E-04,2.62843E-03,1.58329E-02
772,8.45954E-04,2.24115E-03,8.92144E-04,5.75375E-04,2.60842E-03,1.59318E-02
773,8.58815E-04,2.24282E-03,8.41383E-04,5.91347E-04,2.61434E-03,1.59366E-02
774,8.36093E-04,2.14879E-03,8.56864E-04,5.78007E-04,2.60102E-03,1.59750E-02
775,7.81364E-04,2.12541E-03,8.27040E-04,5.77405E-04,2.58961E-03,1.60233E-02
776,8.46680E-04,2.08750E-03,7.97313E-04,5.49399E-04,2.55857E-03,1.60558E-02
777,7.84221E-04,1.98996E-03,7.97645E-04,5.51755E-04,2.51303E-03,1.59430E-02
778,7.89978E-04,1.97390E-03,8.26366E-04,5.47835E-04,2.49767E-03,1.58519E-02
779,7.62056E-04,1.89858E-03,8.01735E-04,5.37364E-04,2.47177E-03,1.58253E-02
780,7.60202E-04,1.89003E-03,8.24581E-04,5.30310E-04,2.46821E-03,1.58176E-02
