;;;;
427;5,08455E-02;4,31314E-03;4,62968E-02;5,10827E-02
428;4,98690E-02;4,14294E-03;4,42845E-02;5,04501E-02
429;4,79642E-02;4,09966E-03;4,10689E-02;4,72413E-02
430;4,82100E-02;3,75443E-03;4,19160E-02;4,66549E-02
431;4,99341E-02;4,35471E-03;4,52427E-02;5,22090E-02
432;5,40477E-02;4,61339E-03;4,85030E-02;5,56223E-02
433;5,51499E-02;4,61133E-03;5,08435E-02;5,73126E-02
434;5,85513E-02;4,87638E-03;5,21447E-02;5,88021E-02
435;6,08482E-02;4,86650E-03;5,30910E-02;6,25291E-02
436;6,26725E-02;5,10686E-03;5,64521E-02;6,24583E-02
437;6,14969E-02;4,90695E-03;5,51941E-02;6,23753E-02
438;6,10714E-02;5,18485E-03;5,41772E-02;6,12005E-02
439;6,13851E-02;5,09305E-03;5,41402E-02;6,18907E-02
440;6,19742E-02;5,18051E-03;5,53662E-02;6,31397E-02
441;6,27954E-02;5,34750E-03;5,64125E-02;6,41641E-02
442;6,42121E-02;5,09294E-03;5,71477E-02;6,26512E-02
443;6,33427E-02;5,28243E-03;5,74731E-02;6,51093E-02
444;6,30355E-02;5,25039E-03;5,53560E-02;6,38838E-02
445;6,19373E-02;5,10606E-03;5,55796E-02;6,50654E-02
446;6,35235E-02;5,63074E-03;5,65837E-02;6,40379E-02
447;6,68516E-02;5,63588E-03;5,72210E-02;6,73787E-02
448;6,75857E-02;6,10509E-03;6,06321E-02;7,02640E-02
449;7,18462E-02;6,15071E-03;6,39641E-02;7,18978E-02
450;7,24257E-02;6,35003E-03;6,37829E-02;7,43404E-02
451;7,00544E-02;6,49360E-03;6,32103E-02;7,19466E-02
452;6,76186E-02;6,05010E-03;6,01642E-02;6,76051E-02
453;6,54392E-02;5,63542E-03;5,75589E-02;6,49578E-02
454;6,46994E-02;5,61443E-03;5,75661E-02;6,39864E-02
455;6,39363E-02;5,83529E-03;5,64474E-02;6,51676E-02
456;6,12166E-02;5,31480E-03;5,56872E-02;6,31047E-02
457;6,07687E-02;5,46934E-03;5,33483E-02;6,17264E-02
458;5,72242E-02;5,36795E-03;5,12909E-02;5,90468E-02
459;5,68966E-02;4,96625E-03;5,02980E-02;5,60643E-02
460;5,54925E-02;4,84847E-03;4,96275E-02;5,66498E-02
461;5,54678E-02;5,08330E-03;5,01985E-02;5,72529E-02
462;5,49348E-02;4,95652E-03;5,02165E-02;5,55865E-02
463;5,47260E-02;4,99883E-03;4,91911E-02;5,56841E-02
464;5,51807E-02;4,73370E-03;4,85268E-02;5,60668E-02
465;5,77131E-02;5,26844E-03;5,02653E-02;5,90962E-02
466;6,14451E-02;5,49622E-03;5,38071E-02;6,11055E-02
467;6,04239E-02;5,39325E-03;5,30901E-02;6,15247E-02
468;5,56434E-02;4,79429E-03;5,06412E-02;5,71817E-02
469;4,97495E-02;4,69284E-03;4,57125E-02;5,10442E-02
470;4,66695E-02;4,34830E-03;4,16927E-02;4,71224E-02
471;4,32470E-02;3,98662E-03;3,96444E-02;4,39379E-02
472;4,19749E-02;3,99422E-03;3,82821E-02;4,19937E-02
473;4,11321E-02;3,84086E-03;3,69124E-02;4,29465E-02
474;4,08784E-02;4,03988E-03;3,72872E-02;4,12183E-02
475;3,95109E-02;3,63393E-03;3,57423E-02;3,97635E-02
476;3,66569E-02;3,39023E-03;3,37935E-02;3,90519E-02
477;3,46816E-02;3,21530E-03;3,18040E-02;3,58070E-02
478;3,30317E-02;3,08773E-03;2,95002E-02;3,41222E-02
479;3,21346E-02;2,90324E-03;2,91464E-02;3,27284E-02
480;3,06807E-02;2,86416E-03;2,71507E-02;3,18724E-02
481;2,93453E-02;2,76547E-03;2,63097E-02;3,02885E-02
482;2,74342E-02;2,55864E-03;2,42555E-02;2,78336E-02
483;2,53066E-02;2,35900E-03;2,25849E-02;2,56128E-02
484;2,24902E-02;2,07546E-03;2,02656E-02;2,27659E-02
485;1,98211E-02;1,87836E-03;1,80271E-02;2,03915E-02
486;1,84231E-02;1,70267E-03;1,64613E-02;1,88073E-02
487;1,72287E-02;1,64793E-03;1,55243E-02;1,75903E-02
488;1,70661E-02;1,57299E-03;1,52424E-02;1,70252E-02
489;1,61084E-02;1,54977E-03;1,45581E-02;1,66643E-02
490;1,50873E-02;1,45457E-03;1,35652E-02;1,52847E-02
491;1,41480E-02;1,39082E-03;1,32176E-02;1,45034E-02
492;1,35723E-02;1,29499E-03;1,21229E-02;1,36887E-02
493;1,27169E-02;1,22052E-03;1,14293E-02;1,31265E-02
494;1,23950E-02;1,20303E-03;1,11543E-02;1,29791E-02
495;1,29977E-02;1,25444E-03;1,15994E-02;1,31619E-02
496;1,50341E-02;1,47205E-03;1,34289E-02;1,55076E-02
497;1,74359E-02;1,71109E-03;1,52594E-02;1,76759E-02
498;1,69793E-02;1,64046E-03;1,46909E-02;1,70661E-02
499;1,37777E-02;1,37356E-03;1,19972E-02;1,37951E-02
500;9,61034E-03;9,28770E-04;8,40619E-03;9,74573E-03
501;7,46817E-03;7,28172E-04;6,56261E-03;7,48706E-03
502;6,35130E-03;6,51034E-04;5,73536E-03;6,56310E-03
503;5,86143E-03;5,74589E-04;5,38496E-03;5,91459E-03
504;5,51479E-03;5,54663E-04;4,96624E-03;5,71485E-03
505;5,31405E-03;5,45110E-04;4,77762E-03;5,29980E-03
506;5,09280E-03;5,13202E-04;4,61806E-03;5,19343E-03
507;4,82742E-03;4,96581E-04;4,44337E-03;4,95741E-03
508;4,56246E-03;4,73520E-04;4,13362E-03;4,71363E-03
509;4,33856E-03;4,75332E-04;3,94378E-03;4,52491E-03
510;4,19620E-03;4,46928E-04;3,82552E-03;4,34327E-03
511;4,05703E-03;4,32358E-04;3,67079E-03;4,17473E-03
512;3,87362E-03;4,11587E-04;3,51635E-03;3,97899E-03
513;3,96090E-03;4,24211E-04;3,56344E-03;4,04323E-03
514;4,16289E-03;4,59962E-04;3,71565E-03;4,22068E-03
515;4,01016E-03;4,26642E-04;3,60117E-03;3,99072E-03
516;3,54640E-03;3,82088E-04;3,25108E-03;3,62513E-03
517;3,02900E-03;3,33206E-04;2,75976E-03;3,08661E-03
518;2,74400E-03;2,98112E-04;2,52320E-03;2,82004E-03
519;2,66871E-03;3,06424E-04;2,46950E-03;2,66366E-03
520;2,55914E-03;2,98117E-04;2,34769E-03;2,64379E-03
521;2,55595E-03;2,99267E-04;2,29113E-03;2,55321E-03
522;2,42297E-03;2,83683E-04;2,21939E-03;2,46922E-03
523;2,31098E-03;2,79763E-04;2,13093E-03;2,38217E-03
524;2,19448E-03;2,64667E-04;2,00060E-03;2,26395E-03
525;2,08747E-03;2,49498E-04;1,89551E-03;2,13420E-03
526;1,97797E-03;2,42086E-04;1,81332E-03;2,00552E-03
527;1,92442E-03;2,31069E-04;1,73532E-03;1,94339E-03
528;1,86618E-03;2,32498E-04;1,69311E-03;1,87384E-03
529;1,81380E-03;2,24754E-04;1,65945E-03;1,84916E-03
530;1,73166E-03;2,15623E-04;1,58469E-03;1,79408E-03
531;1,65350E-03;2,11103E-04;1,48141E-03;1,69978E-03
532;1,56656E-03;2,00796E-04;1,43699E-03;1,63105E-03
533;1,47869E-03;1,88946E-04;1,33929E-03;1,51430E-03
534;1,45106E-03;1,86601E-04;1,31039E-03;1,49442E-03
535;1,36500E-03;1,79254E-04;1,25774E-03;1,39285E-03
536;1,31021E-03;1,73414E-04;1,20832E-03;1,37635E-03
537;1,24848E-03;1,59673E-04;1,15882E-03;1,29606E-03
538;1,17494E-03;1,55889E-04;1,09885E-03;1,21332E-03
539;1,12735E-03;1,51739E-04;1,01290E-03;1,15111E-03
540;1,04929E-03;1,40190E-04;9,62562E-04;1,08195E-03
541;1,02230E-03;1,31391E-04;9,32792E-04;1,05603E-03
542;9,82999E-04;1,31891E-04;9,09201E-04;1,01766E-03
543;9,57017E-04;1,25854E-04;8,65100E-04;9,70615E-04
544;9,26838E-04;1,19236E-04;8,45342E-04;9,57946E-04
545;9,03031E-04;1,18988E-04;8,21975E-04;9,27976E-04
546;8,67967E-04;1,16847E-04;7,99713E-04;9,06307E-04
547;8,53266E-04;1,17373E-04;7,86608E-04;8,67042E-04
548;8,30501E-04;1,12595E-04;7,58196E-04;8,43119E-04
549;8,39337E-04;1,12533E-04;7,46263E-04;8,37792E-04
550;8,36425E-04;1,10252E-04;7,41779E-04;8,36185E-04
551;8,26736E-04;1,12697E-04;7,46850E-04;8,34334E-04
552;8,10939E-04;1,09927E-04;7,37892E-04;8,23114E-04
553;8,11573E-04;1,07528E-04;7,26358E-04;8,12390E-04
554;8,04642E-04;1,05922E-04;7,20347E-04;8,18380E-04
555;8,10721E-04;1,10451E-04;7,12914E-04;8,35066E-04
556;8,50651E-04;1,14034E-04;7,53728E-04;8,50121E-04
557;8,86855E-04;1,16903E-04;7,93161E-04;8,93965E-04
558;9,23165E-04;1,25156E-04;8,12265E-04;9,34416E-04
559;9,36672E-04;1,25638E-04;8,12918E-04;9,48256E-04
560;9,29180E-04;1,24684E-04;8,06951E-04;9,26748E-04
561;8,97366E-04;1,21449E-04;7,90130E-04;9,03669E-04
562;8,65078E-04;1,14536E-04;7,55946E-04;8,62979E-04
563;8,33384E-04;1,11337E-04;7,26259E-04;8,34614E-04
564;8,19357E-04;1,08951E-04;7,16745E-04;8,18166E-04
565;8,56901E-04;1,11523E-04;7,43463E-04;8,50212E-04
566;1,02119E-03;1,32501E-04;8,80281E-04;1,01025E-03
567;1,25781E-03;1,64099E-04;1,08476E-03;1,24808E-03
568;1,35611E-03;1,77855E-04;1,15599E-03;1,34962E-03
569;1,25933E-03;1,63351E-04;1,07915E-03;1,26262E-03
570;1,00436E-03;1,29715E-04;8,52494E-04;9,89810E-04
571;7,64392E-04;9,69860E-05;6,61055E-04;7,63094E-04
572;6,42329E-04;8,27972E-05;5,54391E-04;6,39723E-04
573;5,79608E-04;7,38869E-05;5,01129E-04;5,75735E-04
574;5,53388E-04;6,93534E-05;4,81434E-04;5,48795E-04
575;5,35056E-04;6,84120E-05;4,65341E-04;5,31987E-04
576;5,34798E-04;6,80591E-05;4,60909E-04;5,32270E-04
577;5,31969E-04;6,83129E-05;4,58425E-04;5,28865E-04
578;5,35078E-04;6,69463E-05;4,57507E-04;5,33561E-04
579;5,35233E-04;6,78848E-05;4,60704E-04;5,39287E-04
580;5,41830E-04;6,83732E-05;4,66643E-04;5,39936E-04
581;5,52309E-04;6,87882E-05;4,71727E-04;5,49631E-04
582;5,61222E-04;6,99704E-05;4,75999E-04;5,56144E-04
583;5,54509E-04;6,88149E-05;4,77540E-04;5,52741E-04
584;5,20370E-04;6,57349E-05;4,45753E-04;5,16685E-04
585;4,47624E-04;5,56740E-05;3,84062E-04;4,48078E-04
586;3,45597E-04;4,30490E-05;2,93671E-04;3,44531E-04
587;2,34546E-04;2,93392E-05;2,00982E-04;2,33404E-04
588;1,50358E-04;1,89040E-05;1,32122E-04;1,52450E-04
589;1,13286E-04;1,44957E-05;1,01647E-04;1,17331E-04
590;1,15282E-04;1,46822E-05;1,03513E-04;1,17185E-04
591;1,51426E-04;1,91688E-05;1,30989E-04;1,53590E-04
592;2,05194E-04;2,52607E-05;1,74572E-04;2,03116E-04
593;2,55685E-04;3,20857E-05;2,18968E-04;2,57760E-04
594;2,92620E-04;3,61739E-05;2,46408E-04;2,92666E-04
595;3,04651E-04;3,76909E-05;2,58330E-04;3,02099E-04
596;3,03797E-04;3,78589E-05;2,58898E-04;3,02118E-04
597;2,94812E-04;3,66996E-05;2,49926E-04;2,91146E-04
598;2,75067E-04;3,49810E-05;2,36211E-04;2,76268E-04
599;2,57883E-04;3,18685E-05;2,20165E-04;2,57772E-04
600;2,40221E-04;2,98490E-05;2,03862E-04;2,36772E-04
601;2,30856E-04;2,91445E-05;1,98254E-04;2,30136E-04
602;2,24474E-04;2,85540E-05;1,92261E-04;2,24686E-04
603;2,19902E-04;2,73221E-05;1,87126E-04;2,16846E-04
604;2,10136E-04;2,63808E-05;1,80365E-04;2,10169E-04
605;2,03372E-04;2,56510E-05;1,73961E-04;2,02191E-04
606;1,97302E-04;2,45839E-05;1,69095E-04;1,95910E-04
607;1,90591E-04;2,39486E-05;1,63820E-04;1,89467E-04
608;1,84079E-04;2,29604E-05;1,57963E-04;1,82368E-04
609;1,76091E-04;2,21191E-05;1,52806E-04;1,77004E-04
610;1,71620E-04;2,14453E-05;1,49541E-04;1,72636E-04
611;1,66692E-04;2,09351E-05;1,43297E-04;1,65370E-04
612;1,63478E-04;2,02224E-05;1,41452E-04;1,62915E-04
613;1,68025E-04;2,07355E-05;1,44273E-04;1,67523E-04
614;1,83103E-04;2,28279E-05;1,56764E-04;1,83855E-04
615;1,95861E-04;2,44530E-05;1,68170E-04;1,95327E-04
616;1,91527E-04;2,38896E-05;1,65259E-04;1,89805E-04
617;1,72773E-04;2,14636E-05;1,48984E-04;1,72887E-04
618;1,53410E-04;1,90517E-05;1,32057E-04;1,52235E-04
619;1,42387E-04;1,73383E-05;1,22379E-04;1,41193E-04
620;1,37538E-04;1,69365E-05;1,19084E-04;1,36070E-04
621;1,32313E-04;1,62620E-05;1,14158E-04;1,32685E-04
622;1,28940E-04;1,59573E-05;1,12515E-04;1,31398E-04
623;1,25962E-04;1,57035E-05;1,08732E-04;1,27563E-04
624;1,24791E-04;1,55637E-05;1,08072E-04;1,25228E-04
625;1,20708E-04;1,48418E-05;1,05553E-04;1,21542E-04
626;1,19794E-04;1,45260E-05;1,02703E-04;1,18112E-04
627;1,15818E-04;1,45024E-05;1,00353E-04;1,17655E-04
628;1,14810E-04;1,41361E-05;9,89664E-05;1,14332E-04
629;1,12312E-04;1,40716E-05;9,83253E-05;1,12676E-04
630;1,10638E-04;1,36776E-05;9,66234E-05;1,11897E-04
631;1,11710E-04;1,38855E-05;9,60612E-05;1,10606E-04
632;1,08338E-04;1,36204E-05;9,51040E-05;1,10068E-04
633;1,07372E-04;1,34404E-05;9,37611E-05;1,07662E-04
634;1,07499E-04;1,32860E-05;9,16057E-05;1,07655E-04
635;1,07012E-04;1,32822E-05;9,25530E-05;1,05870E-04
636;1,05753E-04;1,30065E-05;9,20625E-05;1,07017E-04
637;1,04597E-04;1,32461E-05;9,16539E-05;1,06323E-04
638;1,02827E-04;1,27738E-05;9,08271E-05;1,04542E-04
639;1,01309E-04;1,26027E-05;9,00582E-05;1,02575E-04
640;1,01766E-04;1,23211E-05;8,88758E-05;1,02366E-04
641;1,00017E-04;1,24889E-05;8,76696E-05;1,00864E-04
642;9,85740E-05;1,24316E-05;8,77733E-05;1,00608E-04
643;9,79508E-05;1,22475E-05;8,54774E-05;9,89021E-05
644;9,73928E-05;1,17054E-05;8,41362E-05;9,75178E-05
645;9,47017E-05;1,16139E-05;8,28229E-05;9,47586E-05
646;9,19089E-05;1,11559E-05;8,06813E-05;9,20829E-05
647;9,08824E-05;1,09196E-05;7,81758E-05;9,05292E-05
648;8,94040E-05;1,08514E-05;7,75875E-05;8,87954E-05
649;8,73202E-05;1,05336E-05;7,63817E-05;8,84568E-05
650;8,80223E-05;1,09507E-05;7,65051E-05;8,80337E-05
651;8,71505E-05;1,05554E-05;7,68052E-05;8,82120E-05
652;8,71799E-05;1,05975E-05;7,73157E-05;8,86703E-05
653;8,61435E-05;1,05488E-05;7,59244E-05;8,58650E-05
654;8,56440E-05;1,02806E-05;7,49248E-05;8,57573E-05
655;8,35273E-05;1,01588E-05;7,30102E-05;8,43356E-05
656;8,45840E-05;1,02120E-05;7,35449E-05;8,42469E-05
657;8,30743E-05;1,01217E-05;7,38252E-05;8,48420E-05
658;8,59424E-05;1,02675E-05;7,49243E-05;8,55272E-05
659;8,58004E-05;1,03262E-05;7,50170E-05;8,65828E-05
660;8,46178E-05;1,03558E-05;7,52508E-05;8,60944E-05
661;8,53031E-05;1,06225E-05;7,59262E-05;8,66474E-05
662;8,53404E-05;1,02796E-05;7,45591E-05;8,61808E-05
663;8,48705E-05;1,01754E-05;7,39709E-05;8,60779E-05
664;8,39918E-05;1,01787E-05;7,40320E-05;8,56952E-05
665;8,50267E-05;1,02303E-05;7,44777E-05;8,58803E-05
666;8,48327E-05;1,03575E-05;7,42720E-05;8,40670E-05
667;8,46207E-05;1,02511E-05;7,46708E-05;8,69917E-05
668;8,56023E-05;1,01805E-05;7,45700E-05;8,61436E-05
669;8,49815E-05;1,02941E-05;7,54648E-05;8,67706E-05
670;8,55390E-05;1,02045E-05;7,54481E-05;8,73160E-05
671;8,58152E-05;1,04604E-05;7,50007E-05;8,59594E-05
672;8,48201E-05;1,01805E-05;7,35901E-05;8,71385E-05
673;8,51321E-05;1,01472E-05;7,43455E-05;8,56536E-05
674;8,40070E-05;9,97448E-06;7,30705E-05;8,57013E-05
675;8,35504E-05;1,00809E-05;7,22529E-05;8,36546E-05
676;8,19756E-05;9,93090E-06;7,16272E-05;8,21077E-05
677;8,00429E-05;1,00613E-05;7,12866E-05;8,19298E-05
678;8,01144E-05;9,65104E-06;7,05785E-05;7,91186E-05
679;7,77112E-05;9,72096E-06;6,89193E-05;7,86618E-05
680;7,72073E-05;9,56418E-06;6,81567E-05;7,76860E-05
681;7,46864E-05;9,21562E-06;6,68892E-05;7,79711E-05
682;7,46559E-05;9,43201E-06;6,54334E-05;7,51122E-05
683;7,35993E-05;8,98851E-06;6,45323E-05;7,51674E-05
684;7,11281E-05;8,83444E-06;6,25300E-05;7,18765E-05
685;6,69807E-05;8,13421E-06;5,88073E-05;6,78486E-05
686;6,16966E-05;7,69866E-06;5,51148E-05;6,34604E-05
687;5,84674E-05;7,43154E-06;5,19973E-05;5,98765E-05
688;5,76331E-05;7,37174E-06;5,08211E-05;5,87323E-05
689;5,81564E-05;7,43895E-06;5,17127E-05;5,97780E-05
690;5,99769E-05;7,77034E-06;5,31172E-05;6,08809E-05
691;5,96828E-05;7,89853E-06;5,30042E-05;6,06769E-05
692;5,82332E-05;7,82348E-06;5,20868E-05;6,00242E-05
693;5,86773E-05;7,87722E-06;5,17085E-05;5,88078E-05
694;5,70971E-05;7,97474E-06;5,06945E-05;5,79953E-05
695;5,90478E-05;8,35563E-06;5,31175E-05;6,05622E-05
696;5,99323E-05;8,57581E-06;5,40674E-05;6,04041E-05
697;6,00938E-05;8,91533E-06;5,45934E-05;6,15196E-05
698;5,92790E-05;8,99107E-06;5,33469E-05;6,06097E-05
699;5,77043E-05;8,76115E-06;5,18679E-05;5,86682E-05
700;5,73297E-05;8,90814E-06;5,09764E-05;5,84633E-05
